"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","Nivel","Operands"
"57600","Inversiones a corto plazo de gran liquidez","Inversiones a corto plazo de gran liquidez","Asset","D","No","No",,"5760","S",
"10000","Capital social","Capital social","Liability","Credit","No","No",,"1000","S",
"10100","Fondo social","Fondo social","Liability","Credit","No","No",,"1010","S",
"10200","Capital","Capital","Liability","Credit","No","No",,"1020","S",
"10300","Socios por desembolsos no exigidos.capital social","Socios por desembolsos no exigidos.capital social","Liability","Credit","No","No",,"1030","S",
"10400","Socios por aportaciones no dinerarias pendientes. capital social","Socios por aportaciones no dinerarias pendientes. capital social","Liability","Credit","No","No",,"1040","S",
"11000","Prima de emisión o asunción","Prima de emisión o asunción","Liability","Credit","No","No",,"1100","S",
"11200","Reserva legal","Reserva legal","Liability","Credit","No","No",,"1120","S",
"11410","Reservas estatutarias","Reservas estatutarias","Liability","Credit","No","No",,"1141","S",
"11300","Reservas voluntarias","Reservas voluntarias","Liability","Credit","No","No",,"1130","S",
"11400","Reservas para acciones o participaciones de la sociedad domi nante","Reservas para acciones o participaciones de la sociedad domi nante","Liability","Credit","No","No",,"1140","S",
"11420","Reserva por capital amortizado","Reserva por capital amortizado","Liability","Credit","No","No",,"1142","S",
"11430","Reserva por fondo de comercio","Reserva por fondo de comercio","Liability","Credit","No","No",,"1143","S",
"11440","Reservas por acciones propias aceptadas en garantía","Reservas por acciones propias aceptadas en garantía","Liability","Credit","No","No",,"1144","S",
"11500","Reservas por pérdidas y ganancias actuariales y otros ajustes","Reservas por pérdidas y ganancias actuariales y otros ajustes","Liability","Credit","No","No",,"1150","S",
"11900","Diferencias por ajuste del capital a euros","Diferencias por ajuste del capital a euros","Liability","Credit","No","No",,"1190","S",
"10800","Acciones o participaciones propias en situaciones especiales","Acciones o participaciones propias en situaciones especiales","Liability","Credit","No","No",,"1080","S",
"10900","Acciones o participaciones propias para reducción de capital","Acciones o participaciones propias para reducción de capital","Liability","Credit","No","No",,"1090","S",
"12000","Remanente","Remanente","Liability","Credit","No","No",,"1200","S",
"12100","Resultados negativos de ejercicios anteriores","Resultados negativos de ejercicios anteriores","Liability","Credit","No","No",,"1210","S",
"11800","Aportaciones de socios o propietarios","Aportaciones de socios o propietarios","Liability","Credit","No","No",,"1180","S",
"12900","Resultado del ejercicio","Resultado del ejercicio","Liability","Credit","Yes","No","INCOMESUMMARY_ACCT","1290","S",
"55700","Dividendo activo a cuenta","Dividendo activo a cuenta","Liability","Credit","No","No",,"5570","S",
"11100","Patrimonio neto por emisión de instrumentos financieros compuestos","Patrimonio neto por emisión de instrumentos financieros compuestos","Liability","Credit","No","No",,"1110","S",
"11110","Resto de instrumentos de patrimonio neto","Resto de instrumentos de patrimonio neto","Liability","Credit","No","No",,"1111","S",
"13300","Ajustes por valoración en activos financieros disponibles para la venta","Ajustes por valoración en activos financieros disponibles para la venta","Liability","Credit","No","No",,"1330","S",
"13400","Cobertura de flujos de efectivo","Cobertura de flujos de efectivo","Liability","Credit","No","No",,"1340","S",
"13700","Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios","Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios","Liability","Credit","No","No",,"1370","S",
"13710","Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios","Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios","Liability","Credit","No","No",,"1371","S",
"13000","Subvenciones oficiales de capital","Subvenciones oficiales de capital","Liability","Credit","No","No",,"1300","S",
"13100","Donaciones y legados de capital","Donaciones y legados de capital","Liability","Credit","No","No",,"1310","S",
"13200","Otras subvenciones. donaciones y legados","Otras subvenciones. donaciones y legados","Liability","Credit","No","No",,"1320","S",
"14000","Provisión por retribuciones a largo plazo al personal","Provisión por retribuciones a largo plazo al personal","Liability","Credit","No","No",,"1400","S",
"14500","Provisión para actuaciones medioambientales","Provisión para actuaciones medioambientales","Liability","Credit","No","No",,"1450","S",
"14600","Provisión para reestructuraciones","Provisión para reestructuraciones","Liability","Credit","No","No",,"1460","S",
"14100","Provisión para impuestos","Provisión para impuestos","Liability","Credit","No","No",,"1410","S",
"14200","Provisión para otras responsabilidades","Provisión para otras responsabilidades","Liability","Credit","No","No",,"1420","S",
"14300","Provisión por desmantelamiento. retiro o rehabilitación del inmovilizado","Provisión por desmantelamiento. retiro o rehabilitación del inmovilizado","Liability","Credit","No","No",,"1430","S",
"14700","Provisión por transacciones con pagos basados en instrumentos de patrimonio","Provisión por transacciones con pagos basados en instrumentos de patrimonio","Liability","Credit","No","No",,"1470","S",
"17700","Obligaciones y bonos","Obligaciones y bonos","Liability","Credit","No","No",,"1770","S",
"17800","Obligaciones y bonos convertibles","Obligaciones y bonos convertibles","Liability","Credit","No","No",,"1780","S",
"17900","Deudas representadas en otros valores negociables","Deudas representadas en otros valores negociables","Liability","Credit","No","No",,"1790","S",
"16050","Deudas a largo plazo con otras entidades de crédito vinculadas","Deudas a largo plazo con otras entidades de crédito vinculadas","Liability","Credit","No","No",,"1605","S",
"17000","Deudas a largo plazo con entidades de crédito","Deudas a largo plazo con entidades de crédito","Liability","Credit","No","No",,"1700","S",
"16250","Acreedores por arrendamiento financiero a largo plazo. otras partes vinculadas","Acreedores por arrendamiento financiero a largo plazo. otras partes vinculadas","Liability","Credit","No","No",,"1625","S",
"17400","Acreedores por arrendamiento financiero a largo plazo","Acreedores por arrendamiento financiero a largo plazo","Liability","Credit","No","No",,"1740","S",
"17600","Pasivos por derivados financieros a largo plazo","Pasivos por derivados financieros a largo plazo","Liability","Credit","No","No",,"1760","S",
"17650","Pasivos por derivados financieros a largo plazo. cartera de negociación","Pasivos por derivados financieros a largo plazo. cartera de negociación","Liability","Credit","No","No",,"1765","S",
"17680","Pasivos por derivados financieros a largo plazo. instrumentos de cobertura","Pasivos por derivados financieros a largo plazo. instrumentos de cobertura","Liability","Credit","No","No",,"1768","S",
"16150","Proveedores de inmovilizado a largo plazo. otras partes vinculadas","Proveedores de inmovilizado a largo plazo. otras partes vinculadas","Liability","Credit","No","No",,"1615","S",
"16350","Otras deudas a largo plazo. con otras partes vinculadas","Otras deudas a largo plazo. con otras partes vinculadas","Liability","Credit","No","No",,"1635","S",
"17100","Deudas a largo plazo","Deudas a largo plazo","Liability","Credit","No","No",,"1710","S",
"17200","Deudas a largo plazo transformables en subvenciones.donaciones y legados","Deudas a largo plazo transformables en subvenciones.donaciones y legados","Liability","Credit","No","No",,"1720","S",
"17300","Proveedores de inmovilizado a largo plazo","Proveedores de inmovilizado a largo plazo","Liability","Credit","No","No",,"1730","S",
"17500","Efectos a pagar a largo plazo","Efectos a pagar a largo plazo","Liability","Credit","No","No",,"1750","S",
"18000","Fianzas recibidas a largo plazo","Fianzas recibidas a largo plazo","Liability","Credit","No","No",,"1800","S",
"18500","Depósitos recibidos a largo plazo","Depósitos recibidos a largo plazo","Liability","Credit","No","No",,"1850","S",
"18900","Garantías financieras a largo plazo","Garantías financieras a largo plazo","Liability","Credit","No","No",,"1890","S",
"16030","Deudas a largo plazo con entidades de crédito. empresas del grupo","Deudas a largo plazo con entidades de crédito. empresas del grupo","Liability","Credit","No","No",,"1603","S",
"16040","Deudas a largo plazo con entidades de crédito. empresas asociadas","Deudas a largo plazo con entidades de crédito. empresas asociadas","Liability","Credit","No","No",,"1604","S",
"16130","Proveedores de inmovilizado a largo plazo. empresas del grupo","Proveedores de inmovilizado a largo plazo. empresas del grupo","Liability","Credit","No","No",,"1613","S",
"16140","Proveedores de inmovilizado a largo plazo. empresas asociadas","Proveedores de inmovilizado a largo plazo. empresas asociadas","Liability","Credit","No","No",,"1614","S",
"16230","Acreedores por arrendamiento financiero a largo plazo. empresas de grupo","Acreedores por arrendamiento financiero a largo plazo. empresas de grupo","Liability","Credit","No","No",,"1623","S",
"16240","Acreedores por arrendamiento financiero a largo plazo. empresas asociadas","Acreedores por arrendamiento financiero a largo plazo. empresas asociadas","Liability","Credit","No","No",,"1624","S",
"16330","Otras deudas a largo plazo. empresas del grupo","Otras deudas a largo plazo. empresas del grupo","Liability","Credit","No","No",,"1633","S",
"16340","Otras deudas a largo plazo. empresas asociadas","Otras deudas a largo plazo. empresas asociadas","Liability","Credit","No","No",,"1634","S",
"47900","Pasivos por diferencias temporarias imponibles","Pasivos por diferencias temporarias imponibles","Liability","Credit","No","No",,"4790","S",
"18100","Anticipos recibidos por ventas o prestaciones de servicios a largo plazo","Anticipos recibidos por ventas o prestaciones de servicios a largo plazo","Liability","Credit","No","No",,"1810","S",
"58500","Provisiones","Provisiones","Liability","Credit","No","No",,"5850","S",
"58600","Deudas con características especiales","Deudas con características especiales","Liability","Credit","No","No",,"5860","S",
"58700","Deudas con personas y entidades vinculadas","Deudas con personas y entidades vinculadas","Liability","Credit","No","No",,"5870","S",
"58800","Acreedores comerciales y otras cuentas a pagar","Acreedores comerciales y otras cuentas a pagar","Liability","Credit","No","No",,"5880","S",
"58900","Otros pasivos","Otros pasivos","Liability","Credit","No","No",,"5890","S",
"49900","Provisiones por operaciones comerciales","Provisiones por operaciones comerciales","Liability","Credit","No","No",,"4990","S",
"49940","Provisión por contratos onerosos","Provisión por contratos onerosos","Liability","Credit","No","No",,"4994","S",
"49990","Provisión para otras operaciones comerciales","Provisión para otras operaciones comerciales","Liability","Credit","No","No",,"4999","S",
"52900","Provisión a corto plazo por retribuciones al personal","Provisión a corto plazo por retribuciones al personal","Liability","Credit","No","No",,"5290","S",
"52910","Provisión a corto plazo para impuestos","Provisión a corto plazo para impuestos","Liability","Credit","No","No",,"5291","S",
"52920","Provisión a corto plazo para otras responsabilidades","Provisión a corto plazo para otras responsabilidades","Liability","Credit","No","No",,"5292","S",
"52930","Provisión a corto plazo por desmantelamiento.retiro o rehabilitación del inmovilizado","Provisión a corto plazo por desmantelamiento.retiro o rehabilitación del inmovilizado","Liability","Credit","No","No",,"5293","S",
"52950","Provisión a corto plazo para actuaciones medioambientales","Provisión a corto plazo para actuaciones medioambientales","Liability","Credit","No","No",,"5295","S",
"52960","Provisión a corto plazo para reestructuraciones","Provisión a corto plazo para reestructuraciones","Liability","Credit","No","No",,"5296","S",
"52970","Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio","Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio","Liability","Credit","No","No",,"5297","S",
"50000","Obligaciones y bonos a corto plazo","Obligaciones y bonos a corto plazo","Liability","Credit","No","No",,"5000","S",
"50100","Obligaciones y bonos convertibles a corto plazo","Obligaciones y bonos convertibles a corto plazo","Liability","Credit","No","No",,"5010","S",
"50500","Deudas representadas en otros valores ne gociables a corto plazo","Deudas representadas en otros valores ne gociables a corto plazo","Liability","Credit","No","No",,"5050","S",
"50600","Intereses a corto plazo de empréstitos y otras emisiones análogas","Intereses a corto plazo de empréstitos y otras emisiones análogas","Liability","Credit","No","No",,"5060","S",
"51050","Deudas a corto plazo con otras entidades de crédito vinculadas","Deudas a corto plazo con otras entidades de crédito vinculadas","Liability","Credit","No","No",,"5105","S",
"52000","Préstamos a corto plazo de entidades de crédito","Préstamos a corto plazo de entidades de crédito","Liability","Credit","No","No",,"5200","S",
"52010","Deudas a corto plazo por crédito dispuesto","Deudas a corto plazo por crédito dispuesto","Liability","Credit","No","No",,"5201","S",
"52080","Deudas por efectos descontados","Deudas por efectos descontados","Liability","Credit","No","No",,"5208","S",
"52090","Deudas por operaciones de “factoring","Deudas por operaciones de “factoring","Liability","Credit","No","No",,"5209","S",
"52700","Intereses a corto plazo de deudas con entidades de crédito","Intereses a corto plazo de deudas con entidades de crédito","Liability","Credit","No","No",,"5270","S",
"51250","Acreedores por arrendamiento financiero a corto plazo. otras partes vinculadas","Acreedores por arrendamiento financiero a corto plazo. otras partes vinculadas","Liability","Credit","No","No",,"5125","S",
"52400","Acreedores por arrendamiento financiero a corto plazo","Acreedores por arrendamiento financiero a corto plazo","Liability","Credit","No","No",,"5240","S",
"55950","Pasivos por derivados financieros a corto plazo. cartera de negociación","Pasivos por derivados financieros a corto plazo. cartera de negociación","Liability","Credit","No","No",,"5595","S",
"55980","Pasivos por derivados financieros a corto plazo. instrumentos de cobertura","Pasivos por derivados financieros a corto plazo. instrumentos de cobertura","Liability","Credit","No","No",,"5598","S",
"10340","Socios por desembolsos no exigidos.capital pendiente de inscripción","Socios por desembolsos no exigidos.capital pendiente de inscripción","Liability","Credit","No","No",,"1034","S",
"10440","Socios por aportaciones no dinerarias pendientes. capital pendiente de inscripción","Socios por aportaciones no dinerarias pendientes. capital pendiente de inscripción","Liability","Credit","No","No",,"1044","S",
"19000","Acciones o participaciones emitidas","Acciones o participaciones emitidas","Liability","Credit","No","No",,"1900","S",
"19200","Suscriptores de acciones","Suscriptores de acciones","Liability","Credit","No","No",,"1920","S",
"19400","Capital emitido pendiente de inscripción","Capital emitido pendiente de inscripción","Liability","Credit","No","No",,"1940","S",
"50900","Obligaciones y bonos amortizados","Obligaciones y bonos amortizados","Liability","Credit","No","No",,"5090","S",
"50910","Obligaciones y bonos convertibles amortizados","Obligaciones y bonos convertibles amortizados","Liability","Credit","No","No",,"5091","S",
"50950","Otros valores negociables amortizados","Otros valores negociables amortizados","Liability","Credit","No","No",,"5095","S",
"51150","Proveedores de inmovilizado a corto plazo. otras partes vinculadas","Proveedores de inmovilizado a corto plazo. otras partes vinculadas","Liability","Credit","No","No",,"5115","S",
"51350","Otras deudas a corto plazo con otras partes vinculadas","Otras deudas a corto plazo con otras partes vinculadas","Liability","Credit","No","No",,"5135","S",
"51450","Intereses a corto plazo de deudas. otras partes vinculadas","Intereses a corto plazo de deudas. otras partes vinculadas","Liability","Credit","No","No",,"5145","S",
"52100","Deudas a corto plazo","Deudas a corto plazo","Liability","Credit","No","No",,"5210","S",
"52200","Deudas a corto plazo transformables en subvenciones.donaciones y legados","Deudas a corto plazo transformables en subvenciones.donaciones y legados","Liability","Credit","No","No",,"5220","S",
"52300","Proveedores de inmovilizado a corto plazo","Proveedores de inmovilizado a corto plazo","Liability","Credit","No","No",,"5230","S",
"52500","Efectos a pagar a corto plazo","Efectos a pagar a corto plazo","Liability","Credit","No","No",,"5250","S",
"52600","Dividendo activo a pagar","Dividendo activo a pagar","Liability","Credit","No","No",,"5260","S",
"52800","Intereses a corto plazo de deudas","Intereses a corto plazo de deudas","Liability","Credit","No","No",,"5280","S",
"(55100)","Cuenta corriente con socios y ad ministradores","Cuenta corriente con socios y ad ministradores","Liability","Credit","No","No",,"(5510)","S","55100"
"(55250)","Cuenta corriente con otras partes vinculadas","Cuenta corriente con otras partes vinculadas","Liability","Credit","No","No",,"(5525)","S","55250"
"55300","Socios de sociedad disuelta","Socios de sociedad disuelta","Liability","Credit","No","No",,"5530","S",
"55320","Socios de sociedad escindida","Socios de sociedad escindida","Liability","Credit","No","No",,"5532","S",
"55500","Partidas pendientes de aplicación","Partidas pendientes de aplicación","Liability","Credit","Yes","No","B_INTRANSIT_ACCT","5550","S",
"55650","Desembolsos exigidos sobre participaciones.otras partes vinculadas","Desembolsos exigidos sobre participaciones.otras partes vinculadas","Liability","Credit","No","No",,"5565","S",
"55660","Desembolsos exigidos sobre participaciones de otras empresas","Desembolsos exigidos sobre participaciones de otras empresas","Liability","Credit","No","No",,"5566","S",
"56000","Fianzas recibidas a corto plazo","Fianzas recibidas a corto plazo","Liability","Credit","No","No",,"5600","S",
"56100","Depósitos recibidos a corto plazo","Depósitos recibidos a corto plazo","Liability","Credit","No","No",,"5610","S",
"56900","Garantías financieras a corto plazo","Garantías financieras a corto plazo","Liability","Credit","No","No",,"5690","S",
"51030","Deudas a corto plazo con entidades de crédito. empresas del grupo","Deudas a corto plazo con entidades de crédito. empresas del grupo","Liability","Credit","No","No",,"5103","S",
"51040","Deudas a corto plazo con entidades de crédito. empresas asociadas","Deudas a corto plazo con entidades de crédito. empresas asociadas","Liability","Credit","No","No",,"5104","S",
"51130","Proveedores de inmovilizado a corto plazo. empresas del grupo","Proveedores de inmovilizado a corto plazo. empresas del grupo","Liability","Credit","No","No",,"5113","S",
"51140","Proveedores de inmovilizado a corto plazo. empresas asociadas","Proveedores de inmovilizado a corto plazo. empresas asociadas","Liability","Credit","No","No",,"5114","S",
"51230","Acreedores por arrendamiento financiero a corto plazo. empresas del grupo","Acreedores por arrendamiento financiero a corto plazo. empresas del grupo","Liability","Credit","No","No",,"5123","S",
"51240","Acreedores por arrendamiento financiero a corto plazo. empresas asociadas","Acreedores por arrendamiento financiero a corto plazo. empresas asociadas","Liability","Credit","No","No",,"5124","S",
"51330","Otras deudas a corto plazo con empresas del grupo","Otras deudas a corto plazo con empresas del grupo","Liability","Credit","No","No",,"5133","S",
"51340","Otras deudas a corto plazo con empresas asociadas","Otras deudas a corto plazo con empresas asociadas","Liability","Credit","No","No",,"5134","S",
"51430","Intereses a corto plazo de deudas. empresas del grupo","Intereses a corto plazo de deudas. empresas del grupo","Liability","Credit","No","No",,"5143","S",
"51440","Intereses a corto plazo de deudas.empresas asociadas","Intereses a corto plazo de deudas.empresas asociadas","Liability","Credit","No","No",,"5144","S",
"(55230)","Cuenta corriente con empresas del grupo","Cuenta corriente con empresas del grupo","Liability","Credit","No","No",,"(5523)","S","55230"
"(55240)","Cuenta corriente con empresas asociadas","Cuenta corriente con empresas asociadas","Liability","Credit","No","No",,"(5524)","S","55240"
"55630","Desembolsos exigidos sobre participaciones.empresas del grupo","Desembolsos exigidos sobre participaciones.empresas del grupo","Liability","Credit","No","No",,"5563","S",
"55640","Desembolsos exigidos sobre participaciones.empresas asociadas","Desembolsos exigidos sobre participaciones.empresas asociadas","Liability","Credit","No","No",,"5564","S",
"40000","Proveedores (euros)","Proveedores (euros)","Liability","Credit","Yes","No","V_LIABILITY_ACCT","4000","S",
"40040","Proveedores (moneda extranjera)","Proveedores (moneda extranjera)","Liability","Credit","No","No",,"4004","S",
"40090","Proveedores. facturas pendientes de recibir o de formalizar","Proveedores. facturas pendientes de recibir o de formalizar","Liability","Credit","Yes","No","NOTINVOICEDRECEIPTS_ACCT","4009","S",
"40100","Proveedores. efectos comerciales a pagar","Proveedores. efectos comerciales a pagar","Liability","Credit","No","No",,"4010","S",
"40500","Proveedores. otras partes vinculadas","Proveedores. otras partes vinculadas","Liability","Credit","No","No",,"4050","S",
"40600","Envases y embalajes a devolver a proveedores","Envases y embalajes a devolver a proveedores","Liability","Credit","No","No",,"4060","S",
"40300","Proveedores. empresas del grupo (euros)","Proveedores. empresas del grupo (euros)","Liability","Credit","No","No",,"4030","S",
"40310","Efectos comerciales a pagar. empresas del grupo","Efectos comerciales a pagar. empresas del grupo","Liability","Credit","No","No",,"4031","S",
"40340","Proveedores. empresas del grupo (moneda extranjera)","Proveedores. empresas del grupo (moneda extranjera)","Liability","Credit","No","No",,"4034","S",
"40360","Envases y embalajes a devolver a proveedores. empresas del grupo","Envases y embalajes a devolver a proveedores. empresas del grupo","Liability","Credit","No","No",,"4036","S",
"40390","Proveedores. empresas del grupo.facturas pendientes de recibir o de formalizar","Proveedores. empresas del grupo.facturas pendientes de recibir o de formalizar","Liability","Credit","No","No",,"4039","S",
"40400","Proveedores. empresas asociadas","Proveedores. empresas asociadas","Liability","Credit","No","No",,"4040","S",
"41000","Acreedores por prestaciones de servicios (euros)","Acreedores por prestaciones de servicios (euros)","Liability","Credit","No","No",,"4100","S",
"41040","Acreedores por prestaciones de servicios.(moneda extranjera)","Acreedores por prestaciones de servicios.(moneda extranjera)","Liability","Credit","No","No",,"4104","S",
"41090","Acreedores por prestaciones de servicios. facturas pendientes de recibir o de formalizar","Acreedores por prestaciones de servicios. facturas pendientes de recibir o de formalizar","Liability","Credit","No","No",,"4109","S",
"41100","Acreedores. efectos comerciales a pagar","Acreedores. efectos comerciales a pagar","Liability","Credit","No","No",,"4110","S",
"41900","Acreedores por operaciones en común","Acreedores por operaciones en común","Liability","Credit","No","No",,"4190","S",
"46500","Remuneraciones pendientes de pago","Remuneraciones pendientes de pago","Liability","Credit","No","No",,"4650","S",
"46600","Remuneraciones mediante sistemas de aportación definida pendientes de pago","Remuneraciones mediante sistemas de aportación definida pendientes de pago","Liability","Credit","No","No",,"4660","S",
"47520","Hacienda Pública. acreedora por impuesto sobre sociedades","Hacienda Pública. acreedora por impuesto sobre sociedades","Liability","Credit","No","No",,"4752","S",
"47500","Hacienda Pública. acreedora por IVA","Hacienda Pública. acreedora por IVA","Liability","Credit","No","No",,"4750","S",
"47510","Hacienda Pública. acreedora por reten ciones practicadas","Hacienda Pública. acreedora por reten ciones practicadas","Liability","Credit","No","No",,"4751","S",
"47580","Hacienda Pública. acreedora por subvenciones a reintegrar","Hacienda Pública. acreedora por subvenciones a reintegrar","Liability","Credit","No","No",,"4758","S",
"47600","Organismos de la Seguridad Social. acreedores","Organismos de la Seguridad Social. acreedores","Liability","Credit","No","No",,"4760","S",
"47700","Hacienda Pública. IVA repercutido","Hacienda Pública. IVA repercutido","Liability","Credit","Yes","No","T_DUE_ACCT","4770","S",
"43800","Anticipos de clientes","Anticipos de clientes","Liability","Credit","No","No",,"4380","S",
"48500","Ingresos anticipados","Ingresos anticipados","Liability","Credit","No","No",,"4850","S",
"56800","Intereses cobrados por anticipado","Intereses cobrados por anticipado","Liability","Credit","No","No",,"5680","S",
"PYG","INFORME DE PÉRDIDAS Y GANANCIAS","INFORME DE PÉRDIDAS Y GANANCIAS","Revenue","Credit","No","Yes",,,"E",
"P.G.A","A) OPERACIONES CONTINUADAS","A) OPERACIONES CONTINUADAS","Revenue","C","No","Yes",,"PYG","E",
"P.G.A.1","1. IMPORTE NETO DE LA CIFRA DE NEGOCIOS","1. IMPORTE NETO DE LA CIFRA DE NEGOCIOS","Revenue","C","No","Yes",,"P.G.A","E",
"P.G.A.1.A","A) VENTAS","A) VENTAS","Revenue","C","No","Yes",,"P.G.A.1","E",
"700","Ventas de mercaderías","Ventas de mercaderías","Revenue","C","No","Yes",,"P.G.A.1.A","C",
"7000","Ventas de mercaderías","Ventas de mercaderías","Revenue","C","No","Yes",,"700","D",
"701","Ventas de productos terminados","Ventas de productos terminados","Revenue","C","No","Yes",,"P.G.A.1.A","C",
"7010","Ventas de productos terminados","Ventas de productos terminados","Revenue","C","No","Yes",,"701","D",
"702","Ventas de productos semiterminados","Ventas de productos semiterminados","Revenue","C","No","Yes",,"P.G.A.1.A","C",
"7020","Ventas de productos semiterminados","Ventas de productos semiterminados","Revenue","C","No","Yes",,"702","D",
"703","Ventas de subproductos y residuos","Ventas de subproductos y residuos","Revenue","C","No","Yes",,"P.G.A.1.A","C",
"7030","Ventas de subproductos y residuos","Ventas de subproductos y residuos","Revenue","C","No","Yes",,"703","D",
"704","Ventas de envases y embalajes","Ventas de envases y embalajes","Revenue","C","No","Yes",,"P.G.A.1.A","C",
"7040","Ventas de envases y embalajes","Ventas de envases y embalajes","Revenue","C","No","Yes",,"704","D",
"706","Descuentos sobre ventas por pronto pago","Descuentos sobre ventas por pronto pago","Revenue","C","No","Yes",,"P.G.A.1.A","C",
"7060","Descuentos sobre ventas por pronto pago de mercaderías","Descuentos sobre ventas por pronto pago de mercaderías","Revenue","C","No","Yes",,"706","D",
"7061","Descuentos sobre ventas por pronto pago de productos terminados","Descuentos sobre ventas por pronto pago de productos terminados","Revenue","C","No","Yes",,"706","D",
"7062","Descuentos sobre ventas por pronto pago de productos semiterminados","Descuentos sobre ventas por pronto pago de productos semiterminados","Revenue","C","No","Yes",,"706","D",
"7063","Descuentos sobre ventas por pronto pago de subproductos y residuos","Descuentos sobre ventas por pronto pago de subproductos y residuos","Revenue","C","No","Yes",,"706","D",
"708","Devoluciones de ventas y operaciones similares","Devoluciones de ventas y operaciones similares","Revenue","C","No","Yes",,"P.G.A.1.A","C",
"7080","Devoluciones de ventas de mercaderías","Devoluciones de ventas de mercaderías","Revenue","C","No","Yes",,"708","D",
"7081","Devoluciones de ventas de productos terminados","Devoluciones de ventas de productos terminados","Revenue","C","No","Yes",,"708","D",
"7082","Devoluciones de ventas de productos semiterminados","Devoluciones de ventas de productos semiterminados","Revenue","C","No","Yes",,"708","D",
"7083","Devoluciones de ventas de subproductos y residuos","Devoluciones de ventas de subproductos y residuos","Revenue","C","No","Yes",,"708","D",
"7084","Devoluciones de ventas de envases y embalajes","Devoluciones de ventas de envases y embalajes","Revenue","C","No","Yes",,"708","D",
"709","“Rappels” sobre ventas","“Rappels” sobre ventas","Revenue","C","No","Yes",,"P.G.A.1.A","C",
"7090","«Rappels» sobre ventas de mercaderías","«Rappels» sobre ventas de mercaderías","Revenue","C","No","Yes",,"709","D",
"7091","“Rappels” sobre ventas de productos terminados","“Rappels” sobre ventas de productos terminados","Revenue","C","No","Yes",,"709","D",
"7092","“Rappels” sobre ventas de productos semiterminados","“Rappels” sobre ventas de productos semiterminados","Revenue","C","No","Yes",,"709","D",
"7093","“Rappels” sobre ventas de subproductos y residuos","“Rappels” sobre ventas de subproductos y residuos","Revenue","C","No","Yes",,"709","D",
"7094","“Rappels” sobre ventas de envases y embalajes","“Rappels” sobre ventas de envases y embalajes","Revenue","C","No","Yes",,"709","D",
"P.G.A.1.B","B) PRESTACIONES DE SERVIVIOS","B) PRESTACIONES DE SERVIVIOS","Revenue","C","No","Yes",,"P.G.A.1","E",
"705","Prestaciones de servicios","Prestaciones de servicios","Revenue","C","No","Yes",,"P.G.A.1.B","C",
"7050","Prestaciones de servicios","Prestaciones de servicios","Revenue","C","No","Yes",,"705","D",
"P.G.A.2","2. VARIACION DE EXISTENCIAS DE PRODUCTOS TERMINADOS Y EN CURSO DE FABRICACION","2. VARIACION DE EXISTENCIAS DE PRODUCTOS TERMINADOS Y EN CURSO DE FABRICACION","Revenue","C","No","Yes",,"P.G.A","E",
"693A","Pérdidas por deterioro de existencias","Pérdidas por deterioro de existencias","Revenue","C","No","Yes",,"P.G.A.2","C",
"6930","Pérdidas por deterioro de productos terminados y en curso de fabricación","Pérdidas por deterioro de productos terminados y en curso de fabricación","Revenue","C","No","Yes",,"693A","D",
"710","Variación de existencias de productos en curso","Variación de existencias de productos en curso","Revenue","C","No","Yes",,"P.G.A.2","C",
"7100","Variación de existencias de productos en curso","Variación de existencias de productos en curso","Revenue","C","No","Yes",,"710","D",
"711","Variación de existencias de productos semiterminados","Variación de existencias de productos semiterminados","Revenue","C","No","Yes",,"P.G.A.2","C",
"7110","Variación de existencias de productos semiterminados","Variación de existencias de productos semiterminados","Revenue","C","No","Yes",,"711","D",
"712","Variación de existencias de productos terminados","Variación de existencias de productos terminados","Revenue","C","No","Yes",,"P.G.A.2","C",
"7120","Variación de existencias de productos terminados","Variación de existencias de productos terminados","Revenue","C","No","Yes",,"712","D",
"713","Variación de existencias de subproductos.residuos y materiales recuperados","Variación de existencias de subproductos.residuos y materiales recuperados","Revenue","C","No","Yes",,"P.G.A.2","C",
"7130","Variación de existencias de subproductos.residuos y materiales recuperados","Variación de existencias de subproductos.residuos y materiales recuperados","Revenue","C","No","Yes",,"713","D",
"793A","Reversión del deterioro de existencias","Reversión del deterioro de existencias","Revenue","C","No","Yes",,"P.G.A.2","C",
"7930","Reversión del deterioro de productos terminados y en curso de fabricación","Reversión del deterioro de productos terminados y en curso de fabricación","Revenue","C","No","Yes",,"793A","D",
"P.G.A.3","3. TRABAJOS REALIZADOS POR LA EMPRESA PARA SU ACTIVO","3. TRABAJOS REALIZADOS POR LA EMPRESA PARA SU ACTIVO","Revenue","C","No","Yes",,"P.G.A","E",
"730","Trabajos realizados para el inmovilizado intangible","Trabajos realizados para el inmovilizado intangible","Revenue","C","No","Yes",,"P.G.A.3","C",
"7300","Trabajos realizados para el inmovilizado intangible","Trabajos realizados para el inmovilizado intangible","Revenue","C","No","Yes",,"730","D",
